track,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,chorus_hit,target
Sanguine Paradise,Lil Uzi Vert,spotify:track:3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,-6.736,0.0666,0.0948,0,0.113,0.207,243976,29.37627,1
Rock Bottom,G-Space,spotify:track:3xiRrryLcppVImjjox2zKB,0.86,0.516,-7.52,,0.343,0.833,0.239,0.236,605625,28.91892,0
Mamavasada - Natta Kurinji - Rupakam,Neyyattinkara Vasudevan,spotify:track:3XixqwQ6Lw7uIMxypADfEB,0.46,0.689,-7.774,0.094,0.653,0,0.105,0.543,747333,39.60136,0
Jo Jo's Jacket,Stephen Malkmus,spotify:track:3xjezrL9c8P4nMepWtpWpJ,0.466,0.614,-9.08,,0.00751,0.292,,0.472,241507,30.03628,0
Stuck In A Moment You Can't Get Out Of,U2,spotify:track:3xjTuTBaihydhSC7ByNoSb,0.524,0.644,-4.986,0.0238,0.391,0.000246,0.168,0.324,271800,56.74375,1
Then,Brad Paisley,spotify:track:3XKbdb9GB6u3hsnUklQTav,0.493,0.643,-5.19,0.0299,0.512,2.42E-05,0.209,0.3,321640,67.38693,1
Maria Maria,Santana Featuring The Product G&B,spotify:track:3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,261973,37.92118,1
Selah (Instrumental),Bayside Worship,spotify:track:3XlisN1F1ajzy9zkrUcuba,0.546,0.266,-18.554,,0.605,0.956,,0.141,104280,56.7521,0
Postcard From Paris,The Band Perry,spotify:track:3xltN99Cj2KF5AZFhjDibh,0.54,0.688,-5.366,,0.0732,0,0.0804,0.524,215147,26.72666,1
Golden Dandelions - Acoustic,Barns Courtney,spotify:track:3xM0s5GhoaSkOun1VSHx5z,0.566,0.588,-8.238,0.0335,0.31,0,0.145,0.547,202587,26.28785,0
Get Live (He Alive),Fedel,spotify:track:3xnSz9RhI3OUfVk3pDKq3v,0.552,0.753,-8.171,,0.000915,0.00666,,0.339,244297,52.40717,0
Love Is A Beautiful Thing,Phil Vassar,spotify:track:3XOFkS6Fvi3IqBTq4i73Xa,0.583,0.791,-3.955,0.0348,0.318,0,0.123,0.488,237147,81.94484,1
Can't Believe It,T-Pain Featuring Lil Wayne,spotify:track:3xQCXDHNJXSVxECjTJCHFu,0.648,0.516,-8.869,0.049,0.00179,0,0.0772,0.0756,273827,53.28256,1
Disarm You (feat. Ilsey),Kaskade,spotify:track:3xQjivjUZ4KnUslduTEYKC,0.446,0.793,-3.912,0.0556,0.0434,4.14E-05,0.159,0.313,221133,59.41273,0
God Must Be Busy,Brooks & Dunn,spotify:track:3XREqhLzypw6NzrFg1RMsr,0.456,0.469,-7.688,0.0311,0.101,6.50E-05,0.317,0.272,231440,39.51247,1
Since U Been Gone,Kelly Clarkson,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,-5.406,,0.00165,0.0303,0.114,0.404,188960,20.80581,1
El Hip Hop,Ariel Kelly,spotify:track:3xRoUpPrzjObEwQRdF46gL,0.48,0.837,-5.495,0.24,0.103,0,0.128,0.652,246079,33.81769,0
Grindin',Clipse,spotify:track:3XrvEifl0hIzgBGUa5jBLS,0.592,0.77,-3.402,0.318,0.122,1.22E-06,0.103,0.361,264760,20.14414,1
No Cigar,Millencolin,spotify:track:3XSX8AICldLHwxnONB4NLW,0.383,0.986,-2.796,0.0617,0.000287,0,,0.578,163227,19.36855,0
Swing,Trace Adkins,spotify:track:3xtvbmRrXAb5m5ng0KPMSk,0.584,0.857,-5.103,,0.00416,0.000896,0.276,0.742,216707,38.55449,1
Always,Amon Tobin,spotify:track:3XUf7qIRvW5oxJGff0RBlS,0.67,0.732,-5.697,,0.000533,0.0642,0.185,0.321,218600,29.53246,0
(It) Feels So Good,Steven Tyler,spotify:track:3xuzbqmCALn6Ua8JeOrnZl,0.738,0.952,-3.386,0.0515,0.0631,0,0.216,0.899,211293,33.29399,1
The Goose Is Getting Fat,Jon Kennedy,spotify:track:3XV92cwnyFmUa7OfX5xpFe,0.637,0.701,-9.885,,0.0266,0.775,0.128,0.637,255920,37.84722,0
If I Ain't Got You,Alicia Keys,spotify:track:3XVBdLihbNbxUwZosxcGuJ,0.609,0.445,-9.129,0.106,0.603,6.77E-06,,0.166,228707,25.01289,1
Diary,Alicia Keys Featuring Tony! Toni! Tone!,spotify:track:3XVBdLihbNbxUwZosxcGuJ,0.609,0.445,-9.129,0.106,0.603,6.77E-06,,0.166,228707,25.01289,1
Coretta's Beat,Marc Mac,spotify:track:3xWgEIGat6IVLUZWN2aUbQ,0.662,0.594,-6.386,0.11,0.0037,0.965,0.308,0.96,141173,22.87039,0
Hopeful Shivering,Apocryphal,spotify:track:3xy2AxrchPiAtx4AHkM5UZ,0.547,0.647,-9.015,0.0371,0.124,0.00752,0.104,0.182,392375,50.51804,0
Drive (For Daddy Gene),Alan Jackson,spotify:track:3xzoXqypESowMIDPX760Ds,0.709,0.61,-7.206,0.0434,0.317,0,0.102,0.475,242067,23.93504,1
Make Me Better,Fabolous Featuring Ne-Yo,spotify:track:3xzsKIQcENA5fFQLKTBfA8,0.594,0.573,-7.789,0.109,0.397,0,0.724,0.45,199947,51.85211,1
The Ring Of Sorrow (Feat. Shagrath Of Dimmu Borgir),Astarte,spotify:track:3Y0Hasyl55eX4ibhPoG7R7,0.291,0.949,-4.903,0.135,7.46E-05,0.318,0.147,0.039,412880,48.49551,0
"Mega Armageddon Death Extented ""Live""",Electro Hippies,spotify:track:3Y2MxAyeOfiJoljr3yUwOc,0.353,0.67,-12.232,0.314,0.692,3.62E-05,0.974,0.091,24107,0,0
Nazar Lag Jayegi,Millind Gaba,spotify:track:3y4e6lXqfubQYrAKhauUHX,0.768,0.828,-3.877,0.184,0.413,0,0.203,0.81,220159,28.71095,0
Breathe,Faith Hill,spotify:track:3y4LxiYMgDl4RethdzpmNe,0.529,0.496,-9.007,0.029,0.173,0,,0.278,250547,43.09482,1
GIRL,Maren Morris,spotify:track:3y5B5ebFMzEEFqCPOesAXR,0.44,0.793,-3.95,0.0502,0.0677,0,,0.447,250653,81.50912,1
Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,spotify:track:3y5pef5Z472KoYxaSdig9I,0.88,0.757,-3.825,,0.189,0,,0.863,262200,25.79306,1
Friends,Flume,spotify:track:3Y8JSCYjFznthCYb5HZ8lW,0.628,0.668,-5.935,0.263,0.288,0,,0.347,223910,50.11541,0
Heavy Metal Drummer,Wilco,spotify:track:3y8VvtBlMtIDRLeeb2cnKY,0.661,0.66,-9.061,,0.0257,0.00977,0.256,0.814,188840,18.26074,0
Black Barbies,Nicki Minaj X Mike WiLL Made-It,spotify:track:3y9cCbnBn0zjkJa2YkOj70,0.809,0.588,-5.167,0.0869,0.0878,7.24E-05,0.171,0.249,254080,29.42255,1
A Little Gasoline,Terri Clark,spotify:track:3YAYui2FXhYxjK88359km2,0.629,0.655,-3.798,,0.103,0,0.12,0.764,188640,31.76548,1
Hey Deannie,Mcrackins,spotify:track:3yCd0UD8yuVEzpMz8tgVSm,0.3,0.985,-3.161,,0.00884,0,0.0788,0.53,164160,33.3251,0
Hanthakana Dhootharige,Kadri Gopalnath,spotify:track:3yd7UvgQXI2dmsuoQmqUDc,0.421,0.663,-8.019,,0.91,0.942,0.176,0.596,407320,21.80838,0
Amor Eterno,Allison,spotify:track:3YDHfCoAvZNvjHwuGWKgwJ,0.495,0.626,-7.164,,0.0739,0,,0.53,238608,23.64279,0
Give It Up,KC & The Sunshine Band,spotify:track:3yDhZq8f17SmumVmEyCaRN,0.862,0.624,-11.63,,0.0192,0.000153,0.0465,0.882,254240,32.48518,0
Big Ole Freak,Megan Thee Stallion,spotify:track:3YEbLhXRDPTtctnb3ddg8g,0.799,0.699,-7.694,,0.00867,0,,0.627,214851,54.57579,1
I'm Really Hot,Missy Elliott,spotify:track:3yei0S35YFOEBOiKN287MW,0.879,0.644,-8.595,,0.345,3.70E-06,,0.856,210707,70.06814,1
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,spotify:track:3YeJXuRSNS5FYwOsDu44kD,0.28,0.821,-2.864,,0.167,0,0.139,0.254,256163,31.28803,1
The Real Slim Shady,Eminem,spotify:track:3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,-4.244,0.0572,0.0302,0,,0.76,284200,29.28895,1
Rock Formations,Yawning Man,spotify:track:3yGECrjAhzkWpOxt17cdGr,0.495,0.654,-7.352,0.0389,0.000993,0.943,0.0547,0.503,321640,26.68372,0
Handshake (Never Trust Relationship Advice from the Lead Singer of a Pop-Punk Band),Sledding With Tigers,spotify:track:3YGn7qjB6PfFuQqp9J94Wb,0.592,0.727,-5.253,,0.432,0,0.0514,0.711,94922,42.96684,0
Good As Hell,Lizzo,spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,0.682,0.919,-3.18,,0.256,0,,0.535,159736,42.7758,1
Trinity,James Dooley,spotify:track:3yhmH747puNxRkd4opzMeC,0.307,0.468,-10.424,0.0302,0.0282,0.713,,0.0979,191387,26.65091,0
Rearview Town,Jason Aldean,spotify:track:3yHTTHbT058Ow0favhZO38,0.526,0.85,-4.47,,0.023,0,,0.338,184173,86.12942,1
Raise 'Em Up,Keith Urban Featuring Eric Church,spotify:track:3YimpODfNhxj3rN81v4WvE,0.609,0.788,-7.855,,0.645,3.72E-05,0.174,0.54,184947,110.41883,1
In Friends We Trust,"Chunk! No, Captain Chunk!",spotify:track:3yJbGoyLue9B5R6guLIVjI,0.381,0.962,-4.882,,0.000232,0.0115,0.239,0.402,207040,30.83676,0
Lost and Found (Lost Mix),Objekt,spotify:track:3YJtbOl2PNvvSl8XvvUpRa,0.603,0.515,-12.356,0.0412,0.0193,7.01E-05,,0.158,152000,32.93336,0
Hell Razor,Halford,spotify:track:3ykWPHBBlbEoR7b9ZCB2XT,0.503,0.932,-7.253,0.066,0.000873,1.77E-05,0.0349,0.517,224400,45.93672,0
River,Sarah McLachlan,spotify:track:3yLCQ4GRSFlg3GmwlYQlzX,0.564,0.336,-11.739,,0.817,0.000587,0.102,0.255,242013,59.59348,1
The Light,The Album Leaf,spotify:track:3YlJKAnvDjHNFjFVy2MXMG,0.176,0.123,-16.596,0.0439,0.908,0.879,0.208,0.0388,269067,104.80845,0
Goodbye In Her Eyes,Zac Brown Band,spotify:track:3yM53DMMIioxVy7Pha1hD0,0.4,0.558,-7.393,0.038,0.163,3.76E-06,,0.376,324267,36.65374,1
Biblical Violence,Hella,spotify:track:3YmFlUmOV28Sf14lJp1QDF,0.44,0.918,-5.384,,0.00171,0.798,,0.325,183707,28.24279,0
Crushin' It,Brad Paisley,spotify:track:3yMVUGqVK5iTTkA8kGChH2,0.595,0.823,-5.864,,0.0385,1.35E-06,0.0984,0.745,220147,70.24593,1
"Chant Lithurgique De La Paix, Pt. 1",Ensemble des chants et choeurs russes orthodoxes,spotify:track:3YNP5EWCp32CPVkwpjlciB,0.165,0.0331,-26.428,0.0382,0.994,0.724,0.109,0.067,75520,30.93773,0
My Oh My,Camila Cabello Featuring DaBaby,spotify:track:3yOlyBJuViE2YSGn3nVE1K,,0.491,-6.024,,0.018,1.29E-05,0.0887,0.383,170746,47.86343,1
I Don't Know About You,Chris Lane,spotify:track:3yOs8FffuG6hPbzQG9lIqV,0.593,0.81,-5.733,,0.602,0,0.119,0.712,207933,35.24099,1
Umma Do Me,Rocko,spotify:track:3YrVdQ19x8VDexsX7ytwJ2,0.475,0.605,-5.096,0.215,0.0833,0,,0.291,230547,39.5707,1
You Da One,Rihanna,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,0.702,0.715,-5.377,0.0425,0.503,2.44E-05,0.126,0.863,200013,45.84853,1
Steep Hills of Vicodin Tears,A Winged Victory for the Sullen,spotify:track:3ytUgxZj1EYHb8zlk5VKk6,0.0804,0.0836,-21.007,,0.767,0.853,0.119,0.0498,266840,128.53203,0
Like A Stone,Audioslave,spotify:track:3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,-5.477,,0.00797,0,,0.516,293960,54.6688,1
Through The Hosiery,Crystal Castles,spotify:track:3YUjN9dnrtUZlvFe0K6xLL,0.662,0.902,-7.464,,0.001,0.418,,0.737,186920,33.27518,0
KNIGHT OF THE WIND,Crush 40,spotify:track:3yvFgbpN9zxx050LtJH6u7,0.288,0.887,-6.173,,6.79E-06,0.335,,0.621,271920,19.42665,0
I Think God Can Explain,Splender,spotify:track:3YW5qaMNCsMnta8L0j1btB,0.48,0.729,-4.398,,0.0129,0,0.0862,0.509,236760,71.03044,1
Work,Iggy Azalea,spotify:track:3yx6eryOZgO54bt3B671cn,0.699,0.804,-4.898,0.144,0.0631,0,0.414,0.491,223197,56.82189,1
Living And Living Well,George Strait,spotify:track:3YxKqZFpcxBPvpUssL8FS2,0.602,0.683,-6.82,0.0304,0.347,0.00338,0.11,0.522,218307,29.19374,1
More & More,Joe,spotify:track:3Yylgs7Ifs7vLQ84e71RFA,0.7,0.508,-7.32,,0.189,0,,0.464,223693,38.86206,1
Underneath The Tree,Kelly Clarkson,spotify:track:3YZE5qDV7u1ZD1gZc47ZeR,0.509,0.812,-5.438,,0.0013,1.99E-05,,0.689,229640,32.14014,1
Couleur,Dub Inc.,spotify:track:3Yzea89g8V5duXMfJpEAns,0.787,0.721,-6.164,0.146,0.0624,0,,0.865,274135,76.96712,0
Better Dig Two,The Band Perry,spotify:track:3z0a8G407NbxfjTRffvQiP,0.649,0.665,-5.212,,0.408,0,0.0787,0.645,194680,35.38835,1
Gunpowder And Lead,Miranda Lambert,spotify:track:3z1PqYwMtct2Dm4R9lhWnT,0.333,0.907,-3.191,,0.153,0,0.395,0.353,191693,37.86253,1
Unstoppable,Rascal Flatts,spotify:track:3Z2s3h4apCyZzRIVCS8bWL,0.473,0.799,-4.798,,0.0738,0,,0.506,227720,25.74331,1
I See You,Luke Bryan,spotify:track:3Z3D2hnbZnveVhTuOifJyt,0.657,0.821,-3.388,0.0352,0.0838,0,0.0457,0.714,185987,22.1343,1
Nobody's Fault But Mine,Sister Rosetta Tharpe,spotify:track:3z5JS5NmUSb8llmXl8QZiq,0.835,0.153,-10.96,0.0436,0.831,4.07E-05,0.0748,0.786,179427,20.09759,0
This Is How We Do,Big Tymers,spotify:track:3z6WOgxwEcfF9mn4crIQaK,0.939,0.745,-4.084,,0.0293,0.000114,0.0497,0.784,271520,57.70345,1
"King of Pride Rock - From ""The Lion King""/Score",Hans Zimmer,spotify:track:3z77rOV9F5tywihter6BoE,0.0909,0.211,-17.872,,0.693,0.58,0.138,0.0787,357373,31.76469,0
Echo's Answer,Broadcast,spotify:track:3ZB8WOTt7p9cSia9iG0TMz,0.212,0.216,-18.373,,0.952,0.804,,0.0774,192000,24.32373,0
Wop,J. Dash,spotify:track:3zbnvxvqV5lL4Vq0FznWsX,0.836,0.817,-5.672,,0.00968,0,0.114,0.647,230627,27.00517,1
In Love With A Girl,Gavin DeGraw,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,0.439,0.906,-4.8,0.0439,0.0193,0,,0.687,206000,37.15893,1
Kashi Shri Ram,Govind Das,spotify:track:3ZCRZp4k4SUL6sjY7Ejvd5,0.345,0.487,-11.281,,0.137,3.57E-06,0.206,0.597,509427,41.96504,0
One Voice,Billy Gilman,spotify:track:3ZdA3QuqHqOJdsczRwT1hg,0.442,0.447,-8.838,,0.101,0,0.0962,0.16,249840,26.37398,1
Get It Poppin',Fat Joe Featuring Nelly,spotify:track:3zdDxhDo5SycC7XSAPfdjv,0.905,0.55,-7.558,,0.0628,0,0.0644,0.52,211320,32.20867,1
Just A Dream,Nelly,spotify:track:3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,-6.161,0.0305,0.0421,0,,0.103,237800,49.51192,1
Rareform,After The Burial,spotify:track:3zEQaFiTliL3AkrsVa6FKd,0.329,0.945,-3.638,,7.12E-06,0.276,0.11,0.162,183320,75.841,0
But Mostly Metal,Toehider,spotify:track:3zeSMQQJAYfdfp0S418naw,0.342,0.993,-2.897,0.331,0.0199,0,,0.0941,240080,38.9769,0
#1,Nelly,spotify:track:3ZF8KuD7XlQSc3dpbCUTHO,0.692,0.588,-6.086,,0.0173,0,0.634,0.45,198667,40.55604,1
Wake Me Up When September Ends,Green Day,spotify:track:3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,-5.146,0.0314,0.023,0,0.0972,0.146,285653,28.95521,1
All Deez,Buku,spotify:track:3ZFL7FPEcp5ltaffiI4dZx,0.653,0.609,-7.866,,0.025,0.846,,0.291,206118,45.54805,0
Hips Don't Lie,Shakira Featuring Wyclef Jean,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,-5.892,,0.284,0,0.405,0.756,218093,41.61923,1
All This Time,Deorro,spotify:track:3zGpHUsSZ0xLRdDlbWbv5G,0.66,0.857,-5.219,0.321,0.167,1.36E-05,0.119,0.233,225160,29.3089,0
"Old World, New Imports - Remastered 2000 / Rudy Van Gelder Edition",Hank Mobley,spotify:track:3ZGTCnzfcKMwT65Ky7C3Gp,0.552,0.665,-8.522,0.0614,0.446,1.33E-06,0.0552,0.894,368320,40.41726,0
One Of Those Nights,Tim McGraw,spotify:track:3ZHjQSfJ46zjFbt79MAqD2,0.525,0.776,-5.598,,0.0114,0,0.117,0.413,236520,25.0821,1
Red Roses,Lil Skies Featuring Landon Cube,spotify:track:3ZhTT6yjZwpPph5MIJ53XY,0.691,0.683,-7.335,,0.547,0,0.221,0.456,262544,53.89596,1
Until The End Of The World,Apoptygma Berzerk,spotify:track:3zHXsywWD1eRE4KIKXGK8q,0.653,0.909,-5.527,,0.0389,0.048,0.0722,0.39,354773,30.565,0
My Little Red Book,Sky Saxon,spotify:track:3zJkHAEyeAKmjWqT2E3neZ,0.365,0.648,-4.674,0.0538,0.157,0,0.371,0.686,157640,30.83972,0
She Couldn't Change Me,Montgomery Gentry,spotify:track:3zjLEJ6EPYJHZRtWGMhMSJ,0.67,0.823,-10.592,0.033,0.00436,0.000192,0.318,0.787,260133,18.88981,1
Sugar,Maroon 5,spotify:track:3ZKUZe1oUDnEUOQkzBJjf6,0.748,0.716,-9.388,0.0336,0.0472,0,0.0924,0.896,234440,72.557,1
Who Booty,Jonn Hart Featuring IamSU!,spotify:track:3zl4HPDF1fCoTZnPjHgSsb,0.686,0.541,-6.643,,0.0971,0,0.423,0.237,189613,59.4803,1
Never,Amanda Perez,spotify:track:3ZlGwCGlf0pMHZhEHpa3wJ,0.724,0.441,-7.341,,0.586,0,,0.675,227627,33.02197,1
Crowded,Jeannie Ortega Featuring Papoose,spotify:track:3zmBBq2RwdHzqUXZlzNeeq,0.821,0.82,-1.562,,0.178,6.35E-06,0.149,0.564,187400,41.53881,1
Irresistible,Fall Out Boy,spotify:track:3znPiywA0q1VK2jgAZFDoI,0.487,0.937,-3.123,0.11,0.071,0,,0.445,206507,34.84449,1
Another Mellow Morning,Spirits Of Our Dreams,spotify:track:3Zo7qbx3AaRTfQBzrcYwy8,0.395,0.0901,-22.02,0.04,0.988,0.843,0.113,0.0914,239427,47.26959,0
Can't Stop,Red Hot Chili Peppers,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,-3.442,0.0456,0.0179,0,,0.875,269000,34.77404,1
This I Believe (The Creed),Holy Communion Instrumental Duo,spotify:track:3Zp9FCge0jQK21EwO3HElc,0.571,0.112,-17.561,0.0489,0.984,0.905,,0.257,304164,32.78357,0
Tú Eres La Razón - Electrocumbia Remake,Raymix,spotify:track:3ZPIjIpVU6vh5gf3DvSV3a,0.67,0.814,-3.798,0.0421,0.268,0,0.0987,0.965,195440,22.71406,0
Africa,Weezer,spotify:track:3ZPKocroJIcnHGcnJVlLKD,0.534,0.784,-3.59,0.0339,0.205,0.00579,0.106,0.6,238627,84.6483,1
Number One,Pharrell Featuring Kanye West,spotify:track:3zQGmJ4k3JeqwAjfrEcwHp,0.687,0.843,-5.65,0.204,0.0105,0,,0.77,198000,23.35881,1
Tabula Rasa: Ludus (excerpt),Arvo Pärt,spotify:track:3ZrdLyQntv2LXb4OpQXuu8,0.318,0.269,-19.672,0.0549,0.656,0.293,0.0979,0.0395,590667,36.36584,0
Är du lika ensam som jag,Larz-Kristerz,spotify:track:3zSDDw935f1QCuxrRBkmxr,0.475,0.831,-6.529,,0.000602,0.00119,0.102,0.968,182200,25.49936,0
Cooking With Gas,Down To The Bone,spotify:track:3zsFBTOmG2ru4irNzGMB8h,0.631,0.8,-7.074,,0.0901,0.131,0.253,0.718,314920,44.51093,0
全力少年,Sukima Switch,spotify:track:3Ztjw8utVpcrzms1RrsJvR,0.639,0.79,-4.156,,0.25,0,0.299,0.733,272747,32.05288,0
Ciel errant,Alcest,spotify:track:3ztyMHX23yYSduXdOotrec,0.171,0.645,-7.409,0.0396,0.00888,0.893,0.12,0.161,432840,115.96435,0
Heroes (We Could Be),Alesso Featuring Tove Lo,spotify:track:3zU9rdflI65tK4dkkNSp77,0.503,0.748,-4.124,,0.0305,0,,0.356,210013,27.34837,1
Be Yourself,Audioslave,spotify:track:3zwmW1gM4E8FlHXV5nE16u,0.423,0.845,-3.509,,0.143,5.07E-06,0.213,0.317,278973,69.30697,1
Thnks Fr Th Mmrs,Fall Out Boy,spotify:track:3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,-5.057,,0.00511,0,,0.588,203507,31.86158,1
Good Feeling,Hella,spotify:track:3zXxmyhz9qiPHLUcKymyVD,0.694,0.888,-4.884,,0.0601,2.60E-06,0.0507,0.733,247593,23.69249,0
No Mercy,Ty Herndon,spotify:track:3ZzmuoHXbV5Lu0O1BZm2Bd,0.407,0.627,-6.769,0.03,0.112,0.000266,,0.438,285960,46.22905,1
You're Like Comin' Home,Lonestar,spotify:track:401olpZBrdF03wa5lJfgdy,0.625,0.698,-6.375,0.029,0.066,0,,0.36,240560,23.23036,1
At Night In Dreams,White Denim,spotify:track:402inY9UFrPImLssOP0Wo8,0.54,0.934,-5.907,0.0687,0.0583,0,0.215,0.665,244347,30.76517,0
Feeling Punk - Asle Remix,Todd Terry,spotify:track:404jhDvCr4IQveCLEQ0Nmv,0.739,0.772,-10.172,,0.00126,0.708,,0.699,345854,97.5751,0
My Idea Of Fun,The Stooges,spotify:track:406huHGjSj2bz0cnoeGI8j,0.259,0.934,-8.072,,1.47E-05,0.00691,,0.347,197773,39.54748,0
Get Drunk And Be Somebody,Toby Keith,spotify:track:408wKFP7qp6ALbjcex2t9k,0.628,0.896,-4.132,0.0557,0.229,0,0.365,0.666,178840,28.47751,1
The World Was Mine,Logical Terror,spotify:track:4099yH8PI1aIKEwzwegVNe,0.465,0.971,-6.44,0.231,0.000774,0.0508,,0.104,246027,26.20293,0
Kiss The Rain,Yiruma,spotify:track:40BHvbyw4UeadzkzaVpcbD,0.559,0.0519,-22.616,0.0423,0.99,0.905,0.117,0.182,260653,19.74852,0
Notion,Kings Of Leon,spotify:track:40e9kU9Wd4vbedqSA7Io4n,0.433,0.887,-5.111,0.047,0.00597,2.87E-05,0.119,0.426,180840,30.52405,1
Centipede,Abhi The Nomad,spotify:track:40kUopEnBP8PAFeAvD0ppM,0.848,0.575,-9.716,,0.37,1.90E-06,,0.639,254727,48.61893,0
Lips Of An Angel,Hinder,spotify:track:40LQiUUUKXVGyNs09lHVjW,0.476,0.736,-5.38,,0.0217,1.08E-06,,0.251,261853,37.87256,1
Your Majesty,Lorne Balfe,spotify:track:40of9kdRKtBlIIyKByBPpI,0.317,0.277,-14.86,0.0326,0.886,0.95,,0.0391,254280,64.90574,0
Strong Love,Willie Clayton,spotify:track:40OigdSkyJIyolLX7W5y6o,,0.601,-9.378,0.21,0.4,0,0.141,0.687,237067,22.13548,0
The Curse of the Black Rose (Live),Silent Knight,spotify:track:40OLIFGFrhc8BjmASbzewU,0.316,0.987,-3.501,0.124,2.04E-06,0.0377,,0.137,227573,50.24418,0
The Way We Move,Langhorne Slim,spotify:track:40rjypnguxfhPy4Bbv5SWc,0.539,0.836,-5.365,0.0654,0.217,0.000168,,0.759,168760,29.37391,0
Monster Rock (Live),The Monsters,spotify:track:40u0c0yhJtwCMcJbu3ZRNK,0.337,0.736,-7.036,0.11,0.823,0.00087,0.152,0.506,156800,49.74307,0
Stupid Girl,Cold,spotify:track:40u9RFyKQfXwpPjFzK1bGO,0.43,0.868,-4.44,0.0639,0.000119,0.000389,,0.164,189853,28.8868,1
Tip Of My Tongue,Kenny Chesney,spotify:track:40ufL61vEaDaaOitYhnlQ7,0.669,0.559,-5.003,,0.0805,0,0.0703,0.491,199413,30.58927,1
"Me, Myself & I",G-Eazy x Bebe Rexha,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.757,0.672,-6.524,,0.0186,0,,0.382,251467,26.78731,1
1 Night,Lil Yachty,spotify:track:40yJGQyEaBbIkXpwMFkXip,0.764,0.475,-12.618,0.114,0.345,0,0.14,0.34,243270,59.57907,1
Hallways Of Enchanted Ebony,Agalloch,spotify:track:40Yv83CoGxwns8B37sbRay,0.236,0.75,-11.065,0.0649,0.000242,0.452,0.336,0.183,599540,88.21155,0
Light of the World,Woo,spotify:track:416iIfX092ZH7DjRfNQMKF,0.483,0.179,-21.765,,0.918,0.548,0.1,0.201,613033,24.28488,0
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,spotify:track:416MsJxvxSKY96DCmbJIRs,0.338,0.0775,-18.067,0.0338,0.343,3.67E-05,0.212,0.155,218507,29.20199,1
That's What I Like,Bruno Mars,spotify:track:41845KfPUpg17FYYw0lKYg,0.851,0.556,-4.98,0.0417,0.0125,0,,0.843,204773,50.23271,1
Sex Karma - feat. Solange Knowles,of Montreal,spotify:track:41axe4Ur2YeScYgPlsycIh,0.694,0.772,-7.702,,0.0252,0.0255,0.387,0.509,241573,26.69869,0
21 Questions,50 Cent Featuring Nate Dogg,spotify:track:41bIQPBE1lFN0mmw6Lmssz,0.576,0.807,-3.908,,0.353,0.000363,0.0512,0.908,224427,50.16441,1
I'm A Hustla,Cassidy,spotify:track:41D6aNNTmUUd7fWlVNWMN8,0.727,0.913,-5.571,0.306,0.283,0,,0.618,259933,34.15031,1
Nuke The Cross,Toxic Holocaust,spotify:track:41DPdRpN14Xv8khpafNZmg,0.396,0.983,-5.001,,1.13E-05,0.531,,0.457,167800,47.84912,0
Different,Egypt Central,spotify:track:41dUgxAhFlmsdHAjMm0QAP,0.483,0.946,-3.791,0.0506,1.03E-05,0.00451,0.0934,0.594,187027,20.07254,0
Worth It,Fifth Harmony Featuring Kid Ink,spotify:track:41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,-3.865,0.0882,0.063,7.04E-06,0.118,0.594,224573,29.37496,1
Sorrow,Lisa Gerrard,spotify:track:41FnNTSyRaEw4m4kaGr7h5,0.2,0.133,-23.052,0.0415,0.821,0.852,,0.0433,86307,34.66876,0
La Novia de Mi Mejor Amigo (The Girl of My Best Friend),Los Sinners,spotify:track:41GiXurY9UN1dU3erI1D4c,0.46,0.806,-8.251,0.0423,0.378,0,0.489,0.753,143147,20.60192,0
Y mi banda toca el rock,Laura Pausini,spotify:track:41hSfMnJEpBrvLFxytOngb,0.711,0.822,-5.062,,0.0348,0,0.0914,0.692,225533,20.52375,0
The Game Of Love,Santana Featuring Michelle Branch,spotify:track:41IShViF79gmulEkIHAjcb,0.59,0.929,-3.236,0.0478,0.0714,0.000153,0.0598,0.674,254467,21.89836,1
Hymn to Bacchus,Daemonia Nymphe,spotify:track:41LIfJXVVL06sIIWfnVHLh,0.321,0.266,-13.787,,0.889,0.468,0.113,0.0371,448640,25.705,0
